week_date,region,platform,segment,customer_type,transactions,sales,week_number,month_number,calendar_year,age_band,demographic,avg_transaction
2019-08-05,CANADA,Retail,F3,New,16882,618364,32,8,2019,Retirees,Families,36.63
2019-08-05,USA,Shopify,F1,New,175,27878,32,8,2019,Young Adults,Families,159.30
2019-08-05,CANADA,Retail,F3,Existing,86513,4978484,32,8,2019,Retirees,Families,57.55
2019-08-05,USA,Retail,C1,Existing,52714,2281796,32,8,2019,Young Adults,Couples,43.29
2019-08-05,CANADA,Shopify,C2,New,107,14899,32,8,2019,Middle Aged,Couples,139.24
2019-08-05,ASIA,Shopify,C1,New,195,23813,32,8,2019,Young Adults,Couples,122.12
2019-08-05,AFRICA,Retail,F3,New,62521,2298195,32,8,2019,Retirees,Families,36.76
2019-08-05,ASIA,Retail,unknown,New,75445,2596345,32,8,2019,unknown,unknown,34.41
2019-08-05,EUROPE,Retail,F1,Existing,6132,386129,32,8,2019,Young Adults,Families,62.97
2019-08-05,AFRICA,Retail,F1,Existing,95585,5309737,32,8,2019,Young Adults,Families,55.55
2019-08-05,SOUTH AMERICA,Retail,F1,New,340,12434,32,8,2019,Young Adults,Families,36.57
2019-08-05,EUROPE,Shopify,C2,New,14,2773,32,8,2019,Middle Aged,Couples,198.07
2019-08-05,ASIA,Retail,C2,New,75554,2025528,32,8,2019,Middle Aged,Couples,26.81
2019-08-05,USA,Shopify,C2,Existing,1325,267558,32,8,2019,Middle Aged,Couples,201.93
2019-08-05,SOUTH AMERICA,Shopify,F3,Existing,32,7361,32,8,2019,Retirees,Families,230.03
2019-08-05,USA,Retail,F3,Existing,131750,8363043,32,8,2019,Retirees,Families,63.48
2019-08-05,EUROPE,Retail,F1,New,925,38189,32,8,2019,Young Adults,Families,41.29
2019-08-05,CANADA,Shopify,unknown,Existing,66,13276,32,8,2019,unknown,unknown,201.15
2019-08-05,OCEANIA,Shopify,unknown,Guest,7287,1296413,32,8,2019,unknown,unknown,177.91
2019-08-05,ASIA,Shopify,C4,Existing,221,38158,32,8,2019,Retirees,Couples,172.66
2019-08-05,USA,Retail,F3,New,25436,1022615,32,8,2019,Retirees,Families,40.20
2019-08-05,CANADA,Retail,F2,New,16197,601237,32,8,2019,Middle Aged,Families,37.12
2019-08-05,SOUTH AMERICA,Shopify,F2,Existing,39,7444,32,8,2019,Middle Aged,Families,190.87
2019-08-05,CANADA,Shopify,C1,New,81,12442,32,8,2019,Young Adults,Couples,153.60
2019-08-05,OCEANIA,Shopify,C3,Existing,3688,731757,32,8,2019,Retirees,Couples,198.42
2019-08-05,CANADA,Retail,F2,Existing,57437,3249786,32,8,2019,Middle Aged,Families,56.58
2019-08-05,OCEANIA,Shopify,C4,New,84,11117,32,8,2019,Retirees,Couples,132.35
2019-08-05,CANADA,Retail,F1,Existing,24026,1335529,32,8,2019,Young Adults,Families,55.59
2019-08-05,EUROPE,Shopify,F2,New,9,1856,32,8,2019,Middle Aged,Families,206.22
2019-08-05,AFRICA,Shopify,C2,New,305,48601,32,8,2019,Middle Aged,Couples,159.35
2019-08-05,OCEANIA,Shopify,unknown,Existing,383,70176,32,8,2019,unknown,unknown,183.23
2019-08-05,SOUTH AMERICA,Shopify,F3,New,2,269,32,8,2019,Retirees,Families,134.50
2019-08-05,ASIA,Shopify,F1,Existing,1625,280167,32,8,2019,Young Adults,Families,172.41
2019-08-05,AFRICA,Shopify,F2,New,231,37761,32,8,2019,Middle Aged,Families,163.47
2019-08-05,USA,Shopify,unknown,Guest,1982,361463,32,8,2019,unknown,unknown,182.37
2019-08-05,USA,Shopify,unknown,Existing,151,27734,32,8,2019,unknown,unknown,183.67
2019-08-05,SOUTH AMERICA,Shopify,C2,Existing,100,19201,32,8,2019,Middle Aged,Couples,192.01
2019-08-05,USA,Retail,unknown,Existing,10692,541501,32,8,2019,unknown,unknown,50.65
2019-08-05,SOUTH AMERICA,Shopify,C1,Existing,58,10034,32,8,2019,Young Adults,Couples,173.00
2019-08-05,OCEANIA,Retail,C3,Existing,310466,15291504,32,8,2019,Retirees,Couples,49.25
2019-08-05,EUROPE,Shopify,C3,Existing,154,42469,32,8,2019,Retirees,Couples,275.77
2019-08-05,AFRICA,Shopify,C3,Existing,2078,421358,32,8,2019,Retirees,Couples,202.77
2019-08-05,OCEANIA,Retail,F3,New,101077,3492842,32,8,2019,Retirees,Families,34.56
2019-08-05,EUROPE,Shopify,F3,New,6,1620,32,8,2019,Retirees,Families,270.00
2019-08-05,AFRICA,Retail,unknown,Existing,29711,1338003,32,8,2019,unknown,unknown,45.03
2019-08-05,CANADA,Shopify,C4,New,12,1623,32,8,2019,Retirees,Couples,135.25
2019-08-05,EUROPE,Retail,C3,New,4091,169532,32,8,2019,Retirees,Couples,41.44
2019-08-05,AFRICA,Retail,C4,Existing,109046,5618569,32,8,2019,Retirees,Couples,51.52
2019-08-05,SOUTH AMERICA,Retail,unknown,Guest,396547,16283640,32,8,2019,unknown,unknown,41.06
2019-08-05,ASIA,Shopify,F2,New,223,30620,32,8,2019,Middle Aged,Families,137.31
2019-08-05,AFRICA,Retail,C1,Existing,166632,6401875,32,8,2019,Young Adults,Couples,38.42
2019-08-05,CANADA,Retail,C2,New,13518,410676,32,8,2019,Middle Aged,Couples,30.38
2019-08-05,SOUTH AMERICA,Retail,F2,New,416,16966,32,8,2019,Middle Aged,Families,40.78
2019-08-05,USA,Shopify,F3,Existing,957,203488,32,8,2019,Retirees,Families,212.63
2019-08-05,EUROPE,Retail,unknown,New,3844,166284,32,8,2019,unknown,unknown,43.26
2019-08-05,EUROPE,Shopify,F1,New,9,1983,32,8,2019,Young Adults,Families,220.33
2019-08-05,ASIA,Shopify,C2,Existing,1648,294288,32,8,2019,Middle Aged,Couples,178.57
2019-08-05,OCEANIA,Shopify,C1,New,382,48659,32,8,2019,Young Adults,Couples,127.38
2019-08-05,EUROPE,Retail,F3,New,1787,72122,32,8,2019,Retirees,Families,40.36
2019-08-05,USA,Retail,C4,New,16282,597010,32,8,2019,Retirees,Couples,36.67
2019-08-05,EUROPE,Shopify,unknown,Existing,18,5310,32,8,2019,unknown,unknown,295.00
2019-08-05,CANADA,Shopify,unknown,New,109,19454,32,8,2019,unknown,unknown,178.48
2019-08-05,OCEANIA,Retail,C2,Existing,150495,6034833,32,8,2019,Middle Aged,Couples,40.10
2019-08-05,USA,Retail,F1,Existing,38707,2349240,32,8,2019,Young Adults,Families,60.69
2019-08-05,CANADA,Retail,C2,Existing,20869,927222,32,8,2019,Middle Aged,Couples,44.43
2019-08-05,USA,Retail,unknown,Guest,557621,17684134,32,8,2019,unknown,unknown,31.71
2019-08-05,OCEANIA,Retail,C1,New,148394,3470972,32,8,2019,Young Adults,Couples,23.39
2019-08-05,EUROPE,Retail,F2,New,1775,78298,32,8,2019,Middle Aged,Families,44.11
2019-08-05,EUROPE,Shopify,C1,New,18,2674,32,8,2019,Young Adults,Couples,148.56
2019-08-05,AFRICA,Retail,C4,New,42586,1445150,32,8,2019,Retirees,Couples,33.93
2019-08-05,OCEANIA,Retail,C2,New,96376,2747032,32,8,2019,Middle Aged,Couples,28.50
2019-08-05,USA,Retail,F1,New,11442,470198,32,8,2019,Young Adults,Families,41.09
2019-08-05,ASIA,Retail,C4,New,45370,1304802,32,8,2019,Retirees,Couples,28.76
2019-08-05,SOUTH AMERICA,Retail,C1,New,2372,54158,32,8,2019,Young Adults,Couples,22.83
2019-08-05,AFRICA,Shopify,C3,New,241,41942,32,8,2019,Retirees,Couples,174.03
2019-08-05,USA,Retail,C4,Existing,36113,1994001,32,8,2019,Retirees,Couples,55.22
2019-08-05,OCEANIA,Retail,F1,Existing,142924,7422755,32,8,2019,Young Adults,Families,51.93
2019-08-05,CANADA,Shopify,F1,New,74,10609,32,8,2019,Young Adults,Families,143.36
2019-08-05,SOUTH AMERICA,Shopify,C3,New,24,3952,32,8,2019,Retirees,Couples,164.67
2019-08-05,ASIA,Shopify,F3,New,95,14517,32,8,2019,Retirees,Families,152.81
2019-08-05,CANADA,Retail,C1,New,29106,769548,32,8,2019,Young Adults,Couples,26.44
2019-08-05,AFRICA,Shopify,unknown,Guest,3565,639345,32,8,2019,unknown,unknown,179.34
2019-08-05,USA,Shopify,unknown,New,210,36421,32,8,2019,unknown,unknown,173.43
2019-08-05,OCEANIA,Retail,F3,Existing,515518,28888443,32,8,2019,Retirees,Families,56.04
2019-08-05,ASIA,Retail,unknown,Existing,29138,1178979,32,8,2019,unknown,unknown,40.46
2019-08-05,EUROPE,Retail,C1,Existing,13320,625299,32,8,2019,Young Adults,Couples,46.94
2019-08-05,ASIA,Retail,unknown,Guest,1950606,49163736,32,8,2019,unknown,unknown,25.20
2019-08-05,ASIA,Retail,C3,New,107574,3309869,32,8,2019,Retirees,Couples,30.77
2019-08-05,EUROPE,Shopify,unknown,New,13,1919,32,8,2019,unknown,unknown,147.62
2019-08-05,AFRICA,Shopify,unknown,Existing,252,49212,32,8,2019,unknown,unknown,195.29
2019-08-05,ASIA,Shopify,F1,New,179,27016,32,8,2019,Young Adults,Families,150.93
2019-08-05,ASIA,Retail,C4,Existing,96275,4315309,32,8,2019,Retirees,Couples,44.82
2019-08-05,AFRICA,Retail,F3,Existing,375695,21704044,32,8,2019,Retirees,Families,57.77
2019-08-05,OCEANIA,Retail,F2,New,87664,3125687,32,8,2019,Middle Aged,Families,35.66
2019-08-05,USA,Retail,C3,Existing,92052,5323406,32,8,2019,Retirees,Couples,57.83
2019-08-05,EUROPE,Retail,C4,Existing,4758,259040,32,8,2019,Retirees,Couples,54.44
2019-08-05,ASIA,Retail,C1,New,115690,2521253,32,8,2019,Young Adults,Couples,21.79
2019-08-05,OCEANIA,Shopify,F3,Existing,3124,652726,32,8,2019,Retirees,Families,208.94
2019-08-05,ASIA,Shopify,unknown,Existing,205,34582,32,8,2019,unknown,unknown,168.69
2019-08-05,SOUTH AMERICA,Retail,C3,Existing,1082,49730,32,8,2019,Retirees,Couples,45.96
2019-08-05,EUROPE,Shopify,F1,Existing,151,33506,32,8,2019,Young Adults,Families,221.89
2019-08-05,ASIA,Shopify,unknown,New,273,41253,32,8,2019,unknown,unknown,151.11
2019-08-05,AFRICA,Retail,C1,New,87274,2214262,32,8,2019,Young Adults,Couples,25.37
2019-08-05,ASIA,Retail,F3,Existing,364536,18582950,32,8,2019,Retirees,Families,50.98
2019-08-05,OCEANIA,Retail,F1,New,40538,1408819,32,8,2019,Young Adults,Families,34.75
2019-08-05,CANADA,Shopify,C3,Existing,630,118012,32,8,2019,Retirees,Couples,187.32
2019-08-05,CANADA,Shopify,F2,Existing,1062,206070,32,8,2019,Middle Aged,Families,194.04
2019-08-05,EUROPE,Retail,unknown,Existing,2648,130736,32,8,2019,unknown,unknown,49.37
2019-08-05,CANADA,Shopify,F3,Existing,520,103698,32,8,2019,Retirees,Families,199.42
2019-08-05,AFRICA,Retail,unknown,New,70453,2808762,32,8,2019,unknown,unknown,39.87
2019-08-05,USA,Retail,C2,New,23788,834376,32,8,2019,Middle Aged,Couples,35.08
2019-08-05,USA,Retail,C2,Existing,38818,1961519,32,8,2019,Middle Aged,Couples,50.53
2019-08-05,AFRICA,Retail,F1,New,22656,860567,32,8,2019,Young Adults,Families,37.98
2019-08-05,ASIA,Retail,C2,Existing,110649,4276128,32,8,2019,Middle Aged,Couples,38.65
2019-08-05,ASIA,Shopify,C4,New,28,3780,32,8,2019,Retirees,Couples,135.00
2019-08-05,AFRICA,Retail,C2,New,51285,1611180,32,8,2019,Middle Aged,Couples,31.42
2019-08-05,CANADA,Retail,unknown,Guest,422787,11729139,32,8,2019,unknown,unknown,27.74
2019-08-05,SOUTH AMERICA,Retail,C4,New,182,7293,32,8,2019,Retirees,Couples,40.07
2019-08-05,AFRICA,Retail,unknown,Guest,1626341,47212605,32,8,2019,unknown,unknown,29.03
2019-08-05,USA,Shopify,F2,Existing,1920,396598,32,8,2019,Middle Aged,Families,206.56
2019-08-05,CANADA,Shopify,F3,New,32,5201,32,8,2019,Retirees,Families,162.53
2019-08-05,AFRICA,Shopify,F1,Existing,2135,391941,32,8,2019,Young Adults,Families,183.58
2019-08-05,CANADA,Retail,C3,Existing,55972,2914277,32,8,2019,Retirees,Couples,52.07
2019-08-05,CANADA,Shopify,unknown,Guest,1067,181794,32,8,2019,unknown,unknown,170.38
2019-08-05,SOUTH AMERICA,Shopify,F1,New,7,1906,32,8,2019,Young Adults,Families,272.29
2019-08-05,OCEANIA,Retail,unknown,Existing,40540,1835512,32,8,2019,unknown,unknown,45.28
2019-08-05,CANADA,Retail,F1,New,6450,244349,32,8,2019,Young Adults,Families,37.88
2019-08-05,SOUTH AMERICA,Shopify,F1,Existing,59,14339,32,8,2019,Young Adults,Families,243.03
2019-08-05,SOUTH AMERICA,Retail,C3,New,826,31861,32,8,2019,Retirees,Couples,38.57
2019-08-05,SOUTH AMERICA,Retail,unknown,Existing,331,14169,32,8,2019,unknown,unknown,42.81
2019-08-05,SOUTH AMERICA,Retail,F3,Existing,1145,57680,32,8,2019,Retirees,Families,50.38
2019-08-05,USA,Shopify,C3,New,170,27231,32,8,2019,Retirees,Couples,160.18
2019-08-05,AFRICA,Retail,C2,Existing,101430,4461988,32,8,2019,Middle Aged,Couples,43.99
2019-08-05,OCEANIA,Shopify,F2,New,426,70803,32,8,2019,Middle Aged,Families,166.20
2019-08-05,EUROPE,Shopify,F3,Existing,113,30479,32,8,2019,Retirees,Families,269.73
2019-08-05,OCEANIA,Shopify,C3,New,481,77072,32,8,2019,Retirees,Couples,160.23
2019-08-05,USA,Shopify,C1,New,149,19501,32,8,2019,Young Adults,Couples,130.88
2019-08-05,SOUTH AMERICA,Shopify,C1,New,19,2780,32,8,2019,Young Adults,Couples,146.32
2019-08-05,OCEANIA,Retail,unknown,Guest,2517738,66221981,32,8,2019,unknown,unknown,26.30
2019-08-05,AFRICA,Retail,C3,New,99511,3562734,32,8,2019,Retirees,Couples,35.80
2019-08-05,EUROPE,Retail,C2,Existing,8819,431569,32,8,2019,Middle Aged,Couples,48.94
2019-08-05,ASIA,Shopify,C2,New,319,43310,32,8,2019,Middle Aged,Couples,135.77
2019-08-05,EUROPE,Shopify,C4,New,2,466,32,8,2019,Retirees,Couples,233.00
2019-08-05,SOUTH AMERICA,Retail,F1,Existing,708,30851,32,8,2019,Young Adults,Families,43.57
2019-08-05,EUROPE,Shopify,C2,Existing,153,42982,32,8,2019,Middle Aged,Couples,280.93
2019-08-05,OCEANIA,Shopify,F1,Existing,3729,703726,32,8,2019,Young Adults,Families,188.72
2019-08-05,EUROPE,Shopify,C3,New,17,4137,32,8,2019,Retirees,Couples,243.35
2019-08-05,EUROPE,Retail,C1,New,4250,131512,32,8,2019,Young Adults,Couples,30.94
2019-08-05,OCEANIA,Shopify,F2,Existing,5253,1066360,32,8,2019,Middle Aged,Families,203.00
2019-08-05,AFRICA,Retail,C3,Existing,259932,13455578,32,8,2019,Retirees,Couples,51.77
2019-08-05,CANADA,Shopify,C4,Existing,70,14673,32,8,2019,Retirees,Couples,209.61
2019-08-05,ASIA,Shopify,C3,Existing,1549,296732,32,8,2019,Retirees,Couples,191.56
2019-08-05,AFRICA,Retail,F2,New,61542,2276079,32,8,2019,Middle Aged,Families,36.98
2019-08-05,ASIA,Retail,F1,Existing,89097,4385856,32,8,2019,Young Adults,Families,49.23
2019-08-05,OCEANIA,Retail,C1,Existing,232830,8631129,32,8,2019,Young Adults,Couples,37.07
2019-08-05,EUROPE,Retail,F2,Existing,13037,846858,32,8,2019,Middle Aged,Families,64.96
2019-08-05,EUROPE,Shopify,C1,Existing,97,23834,32,8,2019,Young Adults,Couples,245.71
2019-08-05,AFRICA,Shopify,C4,New,40,5516,32,8,2019,Retirees,Couples,137.90
2019-08-05,SOUTH AMERICA,Retail,F2,Existing,1089,55921,32,8,2019,Middle Aged,Families,51.35
2019-08-05,SOUTH AMERICA,Shopify,C4,New,3,309,32,8,2019,Retirees,Couples,103.00
2019-08-05,USA,Shopify,F2,New,175,28051,32,8,2019,Middle Aged,Families,160.29
2019-08-05,ASIA,Retail,F3,New,81917,2634652,32,8,2019,Retirees,Families,32.16
2019-08-05,CANADA,Retail,C4,Existing,26079,1319077,32,8,2019,Retirees,Couples,50.58
2019-08-05,AFRICA,Shopify,F3,Existing,1902,396485,32,8,2019,Retirees,Families,208.46
2019-08-05,ASIA,Retail,F1,New,29668,984231,32,8,2019,Young Adults,Families,33.17
2019-08-05,OCEANIA,Shopify,C2,Existing,3707,705015,32,8,2019,Middle Aged,Couples,190.18
2019-08-05,SOUTH AMERICA,Shopify,unknown,Guest,1168,229104,32,8,2019,unknown,unknown,196.15
2019-08-05,EUROPE,Retail,C2,New,2540,92478,32,8,2019,Middle Aged,Couples,36.41
2019-08-05,SOUTH AMERICA,Shopify,F2,New,9,1505,32,8,2019,Middle Aged,Families,167.22
2019-08-05,EUROPE,Retail,F3,Existing,17047,1073106,32,8,2019,Retirees,Families,62.95
2019-08-05,USA,Retail,C3,New,41994,1674576,32,8,2019,Retirees,Couples,39.88
2019-08-05,ASIA,Retail,F2,New,66302,2201232,32,8,2019,Middle Aged,Families,33.20
2019-08-05,USA,Retail,F2,New,26843,1085040,32,8,2019,Middle Aged,Families,40.42
2019-08-05,OCEANIA,Shopify,unknown,New,550,94623,32,8,2019,unknown,unknown,172.04
2019-08-05,EUROPE,Retail,unknown,Guest,108031,3763039,32,8,2019,unknown,unknown,34.83
2019-08-05,USA,Shopify,C4,New,25,3127,32,8,2019,Retirees,Couples,125.08
2019-08-05,USA,Shopify,F1,Existing,1468,278255,32,8,2019,Young Adults,Families,189.55
2019-08-05,ASIA,Retail,C3,Existing,215355,9830477,32,8,2019,Retirees,Couples,45.65
2019-08-05,OCEANIA,Retail,C3,New,136213,4456552,32,8,2019,Retirees,Couples,32.72
2019-08-05,OCEANIA,Retail,C4,New,57170,1776201,32,8,2019,Retirees,Couples,31.07
2019-08-05,SOUTH AMERICA,Retail,C2,Existing,809,32872,32,8,2019,Middle Aged,Couples,40.63
2019-08-05,ASIA,Shopify,F2,Existing,2177,413743,32,8,2019,Middle Aged,Families,190.05
2019-08-05,CANADA,Retail,C4,New,11458,373731,32,8,2019,Retirees,Couples,32.62
2019-08-05,USA,Shopify,C4,Existing,137,27569,32,8,2019,Retirees,Couples,201.23
2019-08-05,SOUTH AMERICA,Shopify,C4,Existing,6,681,32,8,2019,Retirees,Couples,113.50
2019-08-05,AFRICA,Shopify,C2,Existing,2028,391799,32,8,2019,Middle Aged,Couples,193.19
2019-07-29,AFRICA,Retail,F2,New,62503,2314059,31,7,2019,Middle Aged,Families,37.02
2019-07-29,AFRICA,Shopify,C1,New,238,31049,31,7,2019,Young Adults,Couples,130.46
2019-07-29,EUROPE,Retail,F3,Existing,17495,1091422,31,7,2019,Retirees,Families,62.38
2019-07-29,USA,Shopify,C1,New,137,17593,31,7,2019,Young Adults,Couples,128.42
2019-07-29,AFRICA,Shopify,C4,New,48,8081,31,7,2019,Retirees,Couples,168.35
2019-07-29,USA,Shopify,C2,New,227,35012,31,7,2019,Middle Aged,Couples,154.24
2019-07-29,AFRICA,Shopify,F2,Existing,3669,737366,31,7,2019,Middle Aged,Families,200.97
2019-07-29,SOUTH AMERICA,Retail,unknown,New,1985,65687,31,7,2019,unknown,unknown,33.09
2019-07-29,CANADA,Retail,C1,Existing,53816,2294002,31,7,2019,Young Adults,Couples,42.63
2019-07-29,CANADA,Retail,C4,New,11529,376442,31,7,2019,Retirees,Couples,32.65
2019-07-29,SOUTH AMERICA,Shopify,C4,Existing,6,1149,31,7,2019,Retirees,Couples,191.50
2019-07-29,ASIA,Shopify,F2,Existing,2193,415389,31,7,2019,Middle Aged,Families,189.42
2019-07-29,ASIA,Shopify,unknown,New,310,49501,31,7,2019,unknown,unknown,159.68
2019-07-29,EUROPE,Retail,F2,New,1739,79253,31,7,2019,Middle Aged,Families,45.57
2019-07-29,USA,Shopify,unknown,New,184,29393,31,7,2019,unknown,unknown,159.74
2019-07-29,SOUTH AMERICA,Shopify,unknown,New,57,10364,31,7,2019,unknown,unknown,181.82
2019-07-29,CANADA,Shopify,unknown,New,110,18138,31,7,2019,unknown,unknown,164.89
2019-07-29,USA,Shopify,C4,Existing,149,25267,31,7,2019,Retirees,Couples,169.58
2019-07-29,OCEANIA,Retail,C4,New,57422,1808609,31,7,2019,Retirees,Couples,31.50
2019-07-29,EUROPE,Shopify,C4,New,2,403,31,7,2019,Retirees,Couples,201.50
2019-07-29,USA,Shopify,C3,New,163,27405,31,7,2019,Retirees,Couples,168.13
2019-07-29,CANADA,Retail,C2,New,13500,421084,31,7,2019,Middle Aged,Couples,31.19
2019-07-29,OCEANIA,Shopify,unknown,New,506,79973,31,7,2019,unknown,unknown,158.05
2019-07-29,SOUTH AMERICA,Retail,C4,New,179,7045,31,7,2019,Retirees,Couples,39.36
2019-07-29,CANADA,Shopify,C4,New,10,1244,31,7,2019,Retirees,Couples,124.40
2019-07-29,CANADA,Shopify,unknown,Existing,88,15337,31,7,2019,unknown,unknown,174.28
2019-07-29,SOUTH AMERICA,Shopify,F3,New,1,113,31,7,2019,Retirees,Families,113.00
2019-07-29,USA,Retail,C4,New,16208,595076,31,7,2019,Retirees,Couples,36.71
2019-07-29,EUROPE,Retail,F3,New,1744,74166,31,7,2019,Retirees,Families,42.53
2019-07-29,CANADA,Retail,C4,Existing,26399,1330944,31,7,2019,Retirees,Couples,50.42
2019-07-29,EUROPE,Retail,F1,New,976,42802,31,7,2019,Young Adults,Families,43.85
2019-07-29,SOUTH AMERICA,Shopify,unknown,Existing,24,4823,31,7,2019,unknown,unknown,200.96
2019-07-29,ASIA,Shopify,C2,New,330,44362,31,7,2019,Middle Aged,Couples,134.43
2019-07-29,ASIA,Retail,F2,Existing,202686,10359047,31,7,2019,Middle Aged,Families,51.11
2019-07-29,AFRICA,Retail,C4,New,43659,1484010,31,7,2019,Retirees,Couples,33.99
2019-07-29,SOUTH AMERICA,Retail,F2,Existing,959,47258,31,7,2019,Middle Aged,Families,49.28
2019-07-29,SOUTH AMERICA,Retail,C3,New,826,31421,31,7,2019,Retirees,Couples,38.04
2019-07-29,OCEANIA,Retail,unknown,New,99952,3518686,31,7,2019,unknown,unknown,35.20
2019-07-29,EUROPE,Shopify,unknown,New,10,3859,31,7,2019,unknown,unknown,385.90
2019-07-29,SOUTH AMERICA,Shopify,C2,New,46,7048,31,7,2019,Middle Aged,Couples,153.22
2019-07-29,EUROPE,Retail,unknown,Guest,107486,3699301,31,7,2019,unknown,unknown,34.42
2019-07-29,CANADA,Shopify,F3,New,28,5203,31,7,2019,Retirees,Families,185.82
2019-07-29,CANADA,Retail,C1,New,29247,765683,31,7,2019,Young Adults,Couples,26.18
2019-07-29,SOUTH AMERICA,Shopify,C1,Existing,56,10379,31,7,2019,Young Adults,Couples,185.34
2019-07-29,EUROPE,Retail,C1,New,4253,130851,31,7,2019,Young Adults,Couples,30.77
2019-07-29,SOUTH AMERICA,Shopify,F1,New,7,1157,31,7,2019,Young Adults,Families,165.29
2019-07-29,AFRICA,Shopify,C4,Existing,330,57105,31,7,2019,Retirees,Couples,173.05
2019-07-29,ASIA,Retail,C4,New,45589,1340301,31,7,2019,Retirees,Couples,29.40
2019-07-29,EUROPE,Retail,C4,New,1545,62383,31,7,2019,Retirees,Couples,40.38
2019-07-29,ASIA,Retail,F3,New,82010,2677124,31,7,2019,Retirees,Families,32.64
2019-07-29,ASIA,Retail,C1,New,115416,2578454,31,7,2019,Young Adults,Couples,22.34
2019-07-29,OCEANIA,Retail,C3,Existing,308403,15166197,31,7,2019,Retirees,Couples,49.18
2019-07-29,EUROPE,Retail,unknown,Existing,2787,132271,31,7,2019,unknown,unknown,47.46
2019-07-29,EUROPE,Shopify,F1,Existing,119,29681,31,7,2019,Young Adults,Families,249.42
2019-07-29,CANADA,Retail,C3,New,26011,929974,31,7,2019,Retirees,Couples,35.75
2019-07-29,SOUTH AMERICA,Shopify,F2,New,11,1897,31,7,2019,Middle Aged,Families,172.45
2019-07-29,CANADA,Shopify,F1,Existing,665,121810,31,7,2019,Young Adults,Families,183.17
2019-07-29,SOUTH AMERICA,Shopify,C3,Existing,89,16980,31,7,2019,Retirees,Couples,190.79
2019-07-29,SOUTH AMERICA,Shopify,C3,New,21,3370,31,7,2019,Retirees,Couples,160.48
2019-07-29,OCEANIA,Retail,C1,New,147028,3448124,31,7,2019,Young Adults,Couples,23.45
2019-07-29,OCEANIA,Shopify,F3,Existing,3045,621775,31,7,2019,Retirees,Families,204.20
2019-07-29,USA,Retail,F3,Existing,130807,8237305,31,7,2019,Retirees,Families,62.97
2019-07-29,USA,Retail,F2,Existing,88305,5417960,31,7,2019,Middle Aged,Families,61.36
2019-07-29,USA,Shopify,C1,Existing,694,123208,31,7,2019,Young Adults,Couples,177.53
2019-07-29,USA,Retail,unknown,New,25891,1109993,31,7,2019,unknown,unknown,42.87
2019-07-29,AFRICA,Retail,unknown,Guest,1637135,47247280,31,7,2019,unknown,unknown,28.86
2019-07-29,ASIA,Retail,C4,Existing,96261,4340965,31,7,2019,Retirees,Couples,45.10
2019-07-29,AFRICA,Retail,C1,New,88260,2241005,31,7,2019,Young Adults,Couples,25.39
2019-07-29,EUROPE,Retail,C3,Existing,14339,807426,31,7,2019,Retirees,Couples,56.31
2019-07-29,AFRICA,Shopify,C2,Existing,1992,379101,31,7,2019,Middle Aged,Couples,190.31
2019-07-29,USA,Retail,C1,New,32413,916549,31,7,2019,Young Adults,Couples,28.28
2019-07-29,USA,Shopify,F3,Existing,924,198640,31,7,2019,Retirees,Families,214.98
2019-07-29,EUROPE,Retail,unknown,New,3831,166501,31,7,2019,unknown,unknown,43.46
2019-07-29,USA,Retail,C1,Existing,51946,2263308,31,7,2019,Young Adults,Couples,43.57
2019-07-29,EUROPE,Shopify,F3,New,2,527,31,7,2019,Retirees,Families,263.50
2019-07-29,CANADA,Shopify,F2,Existing,1095,206978,31,7,2019,Middle Aged,Families,189.02
2019-07-29,EUROPE,Shopify,C1,New,7,1188,31,7,2019,Young Adults,Couples,169.71
2019-07-29,SOUTH AMERICA,Retail,C4,Existing,269,13351,31,7,2019,Retirees,Couples,49.63
2019-07-29,CANADA,Retail,unknown,New,17882,723776,31,7,2019,unknown,unknown,40.48
2019-07-29,USA,Shopify,C2,Existing,1251,259190,31,7,2019,Middle Aged,Couples,207.19
2019-07-29,EUROPE,Shopify,F1,New,9,2035,31,7,2019,Young Adults,Families,226.11
2019-07-29,AFRICA,Retail,unknown,New,71173,2823435,31,7,2019,unknown,unknown,39.67
2019-07-29,AFRICA,Retail,C3,New,100583,3614127,31,7,2019,Retirees,Couples,35.93
2019-07-29,USA,Retail,unknown,Guest,552272,17359311,31,7,2019,unknown,unknown,31.43
2019-07-29,OCEANIA,Shopify,F2,New,410,70117,31,7,2019,Middle Aged,Families,171.02
2019-07-29,CANADA,Shopify,C1,New,77,10162,31,7,2019,Young Adults,Couples,131.97
2019-07-29,USA,Retail,F2,New,26481,1055682,31,7,2019,Middle Aged,Families,39.87
2019-07-29,OCEANIA,Shopify,F3,New,187,29576,31,7,2019,Retirees,Families,158.16
2019-07-29,CANADA,Shopify,F3,Existing,529,106324,31,7,2019,Retirees,Families,200.99
2019-07-29,OCEANIA,Shopify,F2,Existing,5169,1044085,31,7,2019,Middle Aged,Families,201.99
2019-07-29,ASIA,Retail,unknown,Existing,31628,1302856,31,7,2019,unknown,unknown,41.19
2019-07-29,CANADA,Shopify,C1,Existing,402,64594,31,7,2019,Young Adults,Couples,160.68
2019-07-29,OCEANIA,Retail,C3,New,135637,4460063,31,7,2019,Retirees,Couples,32.88
2019-07-29,AFRICA,Shopify,unknown,Existing,287,54763,31,7,2019,unknown,unknown,190.81
