"travel_code","user_code","hotel_name","city","state","stay_duration","price","total","checkin_date","checkout_date"
84043,824,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-11-12","2020-11-14"
84047,824,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2020-12-10","2020-12-14"
84061,824,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2021-03-18","2021-03-22"
84063,824,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-04-01","2021-04-03"
84069,824,"Hotel AU","Recife ","PE",3,"312.83","938.49","2021-05-13","2021-05-16"
84070,824,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2021-05-20","2021-05-24"
84072,824,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2021-06-03","2021-06-07"
84075,824,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2021-06-24","2021-06-28"
84076,824,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2021-07-01","2021-07-04"
84083,824,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2021-08-19","2021-08-23"
84085,824,"Hotel AU","Recife ","PE",1,"312.83","312.83","2021-09-02","2021-09-03"
84086,824,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2021-09-09","2021-09-11"
84087,824,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2021-09-16","2021-09-17"
84091,824,"Hotel BD","Natal ","RN",2,"242.88","485.76","2021-10-14","2021-10-16"
84102,824,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2021-12-30","2022-01-03"
84109,824,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2022-02-17","2022-02-21"
84112,824,"Hotel BD","Natal ","RN",3,"242.88","728.64","2022-03-10","2022-03-13"
84114,824,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2022-03-24","2022-03-26"
84115,824,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2022-03-31","2022-04-03"
84117,824,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2022-04-14","2022-04-17"
84119,825,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2019-10-03","2019-10-05"
84121,825,"Hotel AU","Recife ","PE",2,"312.83","625.66","2019-10-17","2019-10-19"
84122,825,"Hotel K","Salvador ","BH",3,"263.41","790.23","2019-10-24","2019-10-27"
84124,825,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2019-11-07","2019-11-09"
84125,825,"Hotel K","Salvador ","BH",2,"263.41","526.82","2019-11-14","2019-11-16"
84126,825,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2019-11-21","2019-11-25"
84129,825,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2019-12-12","2019-12-15"
84136,825,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2020-01-30","2020-02-02"
84139,825,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2020-02-20","2020-02-22"
84147,825,"Hotel BD","Natal ","RN",4,"242.88","971.52","2020-04-16","2020-04-20"
84148,825,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-04-23","2020-04-26"
84149,825,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-04-30","2020-05-02"
84150,825,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-05-07","2020-05-10"
84151,825,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-05-14","2020-05-15"
84152,825,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2020-05-21","2020-05-25"
84153,825,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2020-05-28","2020-05-29"
84159,825,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-07-09","2020-07-10"
84160,825,"Hotel A","Florianopolis ","SC",4,"313.02","1252.08","2020-07-16","2020-07-20"
84166,825,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2020-08-27","2020-08-31"
84173,825,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-10-15","2020-10-18"
84175,826,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2019-09-26","2019-09-30"
84176,826,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2019-10-03","2019-10-07"
84177,826,"Hotel BD","Natal ","RN",4,"242.88","971.52","2019-10-10","2019-10-14"
84178,826,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2019-10-17","2019-10-21"
84180,826,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2019-10-31","2019-11-02"
84181,826,"Hotel BD","Natal ","RN",3,"242.88","728.64","2019-11-07","2019-11-10"
84193,826,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2020-01-30","2020-02-03"
84197,826,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-02-27","2020-03-01"
84199,826,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2020-03-12","2020-03-16"
84200,826,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2020-03-19","2020-03-21"
84206,826,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2020-04-30","2020-05-01"
84210,826,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2020-05-28","2020-05-30"
84211,826,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2020-06-04","2020-06-08"
84213,826,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-06-18","2020-06-19"
84216,826,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-07-09","2020-07-10"
84231,826,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2020-10-22","2020-10-24"
84234,826,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-11-12","2020-11-14"
84242,826,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-01-07","2021-01-10"
84243,826,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2021-01-14","2021-01-16"
84244,826,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2021-01-21","2021-01-22"
84253,826,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2021-03-25","2021-03-28"
84254,826,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-04-01","2021-04-03"
84255,826,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-04-08","2021-04-12"
84256,826,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2021-04-15","2021-04-17"
84257,826,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2021-04-22","2021-04-24"
84261,826,"Hotel BD","Natal ","RN",1,"242.88","242.88","2021-05-20","2021-05-21"
84265,826,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2021-06-17","2021-06-21"
84271,827,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2019-10-10","2019-10-11"
84275,827,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2019-11-07","2019-11-10"
84279,827,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2019-12-05","2019-12-06"
84280,827,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2019-12-12","2019-12-14"
84281,827,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2019-12-19","2019-12-21"
84290,828,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2019-10-24","2019-10-25"
84291,828,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2019-10-31","2019-11-01"
84294,828,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2019-11-21","2019-11-24"
84295,828,"Hotel AU","Recife ","PE",2,"312.83","625.66","2019-11-28","2019-11-30"
84298,828,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2019-12-19","2019-12-23"
84299,828,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2019-12-26","2019-12-30"
84304,828,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-01-30","2020-02-01"
84308,828,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-02-27","2020-02-28"
84311,828,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-03-19","2020-03-20"
84315,828,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-04-16","2020-04-17"
84318,828,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2020-05-07","2020-05-11"
84319,828,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2020-05-14","2020-05-18"
84321,828,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2020-05-28","2020-05-31"
84324,828,"Hotel AU","Recife ","PE",3,"312.83","938.49","2020-06-18","2020-06-21"
84329,828,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2020-07-23","2020-07-24"
84334,828,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-08-27","2020-08-29"
84338,828,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2020-09-24","2020-09-28"
84341,828,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2020-10-15","2020-10-19"
84344,828,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-11-05","2020-11-07"
84350,828,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-12-17","2020-12-19"
84355,828,"Hotel K","Salvador ","BH",1,"263.41","263.41","2021-01-21","2021-01-22"
84361,828,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2021-03-04","2021-03-08"
84364,828,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-03-25","2021-03-27"
84366,828,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2021-04-08","2021-04-11"
84367,828,"Hotel AU","Recife ","PE",2,"312.83","625.66","2021-04-15","2021-04-17"
84374,828,"Hotel AU","Recife ","PE",2,"312.83","625.66","2021-06-03","2021-06-05"
84375,828,"Hotel AU","Recife ","PE",2,"312.83","625.66","2021-06-10","2021-06-12"
84376,828,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2021-06-17","2021-06-18"
84377,828,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2021-06-24","2021-06-27"
84378,828,"Hotel K","Salvador ","BH",2,"263.41","526.82","2021-07-01","2021-07-03"
84381,828,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2021-07-22","2021-07-24"
84382,828,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-07-29","2021-07-31"
84383,828,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2021-08-05","2021-08-08"
84384,828,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2021-08-12","2021-08-14"
84385,828,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2021-08-19","2021-08-22"
84389,828,"Hotel A","Florianopolis ","SC",2,"313.02","626.04","2021-09-16","2021-09-18"
84392,828,"Hotel BD","Natal ","RN",4,"242.88","971.52","2021-10-07","2021-10-11"
84394,828,"Hotel A","Florianopolis ","SC",4,"313.02","1252.08","2021-10-21","2021-10-25"
84396,828,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2021-11-04","2021-11-05"
84399,828,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2021-11-25","2021-11-26"
84401,828,"Hotel AU","Recife ","PE",1,"312.83","312.83","2021-12-09","2021-12-10"
84402,828,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2021-12-16","2021-12-18"
84404,828,"Hotel K","Salvador ","BH",2,"263.41","526.82","2021-12-30","2022-01-01"
84415,829,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2019-12-05","2019-12-09"
84418,829,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2019-12-26","2019-12-30"
84423,829,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-01-30","2020-01-31"
84424,829,"Hotel BD","Natal ","RN",2,"242.88","485.76","2020-02-06","2020-02-08"
84426,829,"Hotel BD","Natal ","RN",2,"242.88","485.76","2020-02-20","2020-02-22"
84433,830,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2019-10-24","2019-10-28"
84440,830,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2019-12-12","2019-12-14"
84443,830,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-01-02","2020-01-04"
84447,830,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2020-01-30","2020-01-31"
84460,830,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-04-30","2020-05-01"
84463,830,"Hotel BD","Natal ","RN",3,"242.88","728.64","2020-05-21","2020-05-24"
84465,830,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-06-04","2020-06-06"
84467,830,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2020-06-18","2020-06-20"
84470,830,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2020-07-09","2020-07-13"
84473,830,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2020-07-30","2020-08-02"
84476,830,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2020-08-20","2020-08-21"
84478,830,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-09-03","2020-09-05"
84482,830,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-10-01","2020-10-03"
84483,830,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2020-10-08","2020-10-11"
84486,830,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-10-29","2020-11-01"
84487,830,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-11-05","2020-11-08"
84492,830,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-12-10","2020-12-12"
84493,830,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-12-17","2020-12-20"
84498,830,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2021-01-21","2021-01-24"
84500,830,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2021-02-04","2021-02-08"
84503,830,"Hotel BD","Natal ","RN",2,"242.88","485.76","2021-02-25","2021-02-27"
84510,830,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2021-04-15","2021-04-16"
84511,830,"Hotel BD","Natal ","RN",4,"242.88","971.52","2021-04-22","2021-04-26"
84512,830,"Hotel BD","Natal ","RN",3,"242.88","728.64","2021-04-29","2021-05-02"
84513,830,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2021-05-06","2021-05-07"
84515,830,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2021-05-20","2021-05-24"
84521,830,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2021-07-01","2021-07-02"
84522,830,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2021-07-08","2021-07-11"
84526,830,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2021-08-05","2021-08-06"
84529,830,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2021-08-26","2021-08-30"
84533,830,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-09-23","2021-09-27"
84538,830,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2021-10-28","2021-10-30"
84540,830,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-11-11","2021-11-14"
84541,830,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2021-11-18","2021-11-19"
84544,830,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2021-12-09","2021-12-11"
84547,830,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2021-12-30","2022-01-03"
84548,830,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2022-01-06","2022-01-07"
84549,830,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2022-01-13","2022-01-16"
84560,830,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2022-03-31","2022-04-02"
84568,831,"Hotel AU","Recife ","PE",3,"312.83","938.49","2019-10-24","2019-10-27"
84578,831,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2020-01-02","2020-01-03"
84581,831,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-01-23","2020-01-25"
84586,831,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2020-02-27","2020-03-01"
84588,831,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2020-03-12","2020-03-14"
84596,831,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-05-07","2020-05-09"
84599,831,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-05-28","2020-05-30"
84601,831,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2020-06-11","2020-06-15"
84602,831,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-06-18","2020-06-19"
84605,831,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-07-09","2020-07-11"
84607,831,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-07-23","2020-07-24"
84613,831,"Hotel A","Florianopolis ","SC",4,"313.02","1252.08","2020-09-03","2020-09-07"
84618,831,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-10-08","2020-10-11"
84619,831,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2020-10-15","2020-10-18"
84623,831,"Hotel BD","Natal ","RN",4,"242.88","971.52","2020-11-12","2020-11-16"
84625,831,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-11-26","2020-11-29"
84630,831,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-12-31","2021-01-02"
84635,831,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2021-02-04","2021-02-07"
84642,831,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2021-03-25","2021-03-29"
84643,831,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2021-04-01","2021-04-04"
84655,831,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2021-06-24","2021-06-26"
84658,831,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2021-07-15","2021-07-16"
84669,831,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2021-09-30","2021-10-03"
84673,831,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2021-10-28","2021-10-29"
84674,831,"Hotel AU","Recife ","PE",2,"312.83","625.66","2021-11-04","2021-11-06"
84675,831,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2021-11-11","2021-11-14"
84677,831,"Hotel BD","Natal ","RN",4,"242.88","971.52","2021-11-25","2021-11-29"
84678,831,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2021-12-02","2021-12-05"
84685,831,"Hotel AU","Recife ","PE",1,"312.83","312.83","2022-01-20","2022-01-21"
84687,831,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2022-02-03","2022-02-07"
84688,831,"Hotel BD","Natal ","RN",3,"242.88","728.64","2022-02-10","2022-02-13"
84691,832,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2019-10-03","2019-10-07"
84693,832,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2019-10-17","2019-10-21"
84694,832,"Hotel BD","Natal ","RN",2,"242.88","485.76","2019-10-24","2019-10-26"
84696,832,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2019-11-07","2019-11-08"
84700,832,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2019-12-05","2019-12-09"
84701,832,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2019-12-12","2019-12-14"
84702,832,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2019-12-19","2019-12-20"
84705,832,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-01-09","2020-01-11"
84708,832,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-01-30","2020-02-02"
84717,832,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-04-02","2020-04-03"
84718,832,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2020-04-09","2020-04-11"
84720,832,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2020-04-23","2020-04-27"
84727,832,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2020-06-11","2020-06-14"
84732,832,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2020-07-16","2020-07-17"
84737,832,"Hotel A","Florianopolis ","SC",1,"313.02","313.02","2020-08-20","2020-08-21"
84739,832,"Hotel BD","Natal ","RN",4,"242.88","971.52","2020-09-03","2020-09-07"
84740,832,"Hotel BD","Natal ","RN",4,"242.88","971.52","2020-09-10","2020-09-14"
84741,832,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2020-09-17","2020-09-21"
84744,832,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2020-10-08","2020-10-11"
84746,832,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2020-10-22","2020-10-26"
84747,832,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2020-10-29","2020-11-02"
84748,832,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2020-11-05","2020-11-07"
84751,832,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-11-26","2020-11-27"
84752,832,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2020-12-03","2020-12-07"
84753,832,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-12-10","2020-12-11"
84758,832,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2021-01-14","2021-01-15"
84772,832,"Hotel AU","Recife ","PE",2,"312.83","625.66","2021-04-22","2021-04-24"
84773,832,"Hotel AU","Recife ","PE",1,"312.83","312.83","2021-04-29","2021-04-30"
84776,832,"Hotel K","Salvador ","BH",2,"263.41","526.82","2021-05-20","2021-05-22"
84781,832,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2021-06-24","2021-06-28"
84782,832,"Hotel AU","Recife ","PE",2,"312.83","625.66","2021-07-01","2021-07-03"
84802,833,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2020-01-23","2020-01-25"
84805,833,"Hotel AU","Recife ","PE",3,"312.83","938.49","2020-02-13","2020-02-16"
84806,833,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-02-20","2020-02-21"
84810,833,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2020-03-19","2020-03-22"
84814,833,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-04-16","2020-04-18"
84821,834,"Hotel AU","Recife ","PE",2,"312.83","625.66","2019-10-31","2019-11-02"
84824,834,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2019-11-21","2019-11-25"
84826,834,"Hotel AU","Recife ","PE",1,"312.83","312.83","2019-12-05","2019-12-06"
84828,834,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2019-12-19","2019-12-22"
84834,834,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-01-30","2020-02-01"
84836,834,"Hotel AU","Recife ","PE",1,"312.83","312.83","2020-02-13","2020-02-14"
84842,834,"Hotel BD","Natal ","RN",4,"242.88","971.52","2020-03-26","2020-03-30"
84843,834,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-04-02","2020-04-05"
84850,834,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-05-21","2020-05-23"
84853,834,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-06-11","2020-06-14"
84855,834,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-06-25","2020-06-26"
84859,835,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2019-10-17","2019-10-19"
84860,835,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2019-10-24","2019-10-28"
84866,835,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2019-12-05","2019-12-06"
84867,835,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2019-12-12","2019-12-15"
84872,835,"Hotel BD","Natal ","RN",2,"242.88","485.76","2020-01-16","2020-01-18"
84874,835,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2020-01-30","2020-02-03"
84877,835,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-02-20","2020-02-21"
84878,835,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-02-27","2020-02-28"
84880,835,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2020-03-12","2020-03-15"
84882,835,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-03-26","2020-03-27"
84887,835,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2020-04-30","2020-05-03"
84890,835,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2020-05-21","2020-05-25"
84895,835,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-06-25","2020-06-26"
84907,835,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-09-17","2020-09-18"
84909,835,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-10-01","2020-10-03"
84911,835,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-10-15","2020-10-18"
84912,835,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2020-10-22","2020-10-26"
84917,835,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2020-11-26","2020-11-30"
84919,835,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-12-10","2020-12-12"
84921,835,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-12-24","2020-12-26"
84922,835,"Hotel A","Florianopolis ","SC",4,"313.02","1252.08","2020-12-31","2021-01-04"
84926,835,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2021-01-28","2021-01-31"
84930,835,"Hotel AU","Recife ","PE",1,"312.83","312.83","2021-02-25","2021-02-26"
84931,835,"Hotel A","Florianopolis ","SC",3,"313.02","939.06","2021-03-04","2021-03-07"
84934,835,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2021-03-25","2021-03-29"
84938,835,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2021-04-22","2021-04-24"
84944,835,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2021-06-03","2021-06-04"
84945,835,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2021-06-10","2021-06-14"
84947,835,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-06-24","2021-06-27"
84948,835,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2021-07-01","2021-07-04"
84952,835,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2021-07-29","2021-07-30"
84953,835,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2021-08-05","2021-08-07"
84956,835,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-08-26","2021-08-28"
84958,835,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2021-09-09","2021-09-10"
84963,835,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2021-10-14","2021-10-18"
84965,835,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2021-10-28","2021-11-01"
84966,835,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2021-11-04","2021-11-05"
84967,835,"Hotel AU","Recife ","PE",3,"312.83","938.49","2021-11-11","2021-11-14"
84968,835,"Hotel BD","Natal ","RN",4,"242.88","971.52","2021-11-18","2021-11-22"
84969,835,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-11-25","2021-11-29"
84974,835,"Hotel BD","Natal ","RN",2,"242.88","485.76","2021-12-30","2022-01-01"
84978,835,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2022-01-27","2022-01-29"
84981,835,"Hotel K","Salvador ","BH",1,"263.41","263.41","2022-02-17","2022-02-18"
84983,835,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2022-03-03","2022-03-07"
84985,835,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2022-03-17","2022-03-21"
84988,835,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2022-04-07","2022-04-10"
